C:\Training\Track_1\IMG\center_2023_06_23_23_15_24_732.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_24_732.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_24_732.jpg,0,0,0,1.839214E-05
C:\Training\Track_1\IMG\center_2023_06_23_23_15_24_804.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_24_804.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_24_804.jpg,0,0,0,7.863048E-07
C:\Training\Track_1\IMG\center_2023_06_23_23_15_24_878.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_24_878.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_24_878.jpg,0,0,0,1.290891E-05
C:\Training\Track_1\IMG\center_2023_06_23_23_15_24_950.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_24_950.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_24_950.jpg,0,0,0,2.457795E-05
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_030.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_030.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_030.jpg,0,0,0,1.546965E-05
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_100.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_100.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_100.jpg,0,0,0,3.204216E-06
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_166.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_166.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_166.jpg,0,0,0,6.567062E-06
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_240.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_240.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_240.jpg,0,0,0,1.024064E-06
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_318.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_318.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_318.jpg,0,0.0353874,0,0.001961436
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_389.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_389.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_389.jpg,0,0.215826,0,0.138418
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_466.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_466.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_466.jpg,0,0.4466301,0,0.4539866
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_543.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_543.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_543.jpg,0,0.7100787,0,1.020715
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_617.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_617.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_617.jpg,0,0.9325346,0,1.847677
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_687.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_687.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_687.jpg,0,1,0,2.56276
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_756.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_756.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_756.jpg,-0.15,1,0,3.49648
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_829.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_829.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_829.jpg,-0.3,1,0,4.193383
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_905.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_905.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_905.jpg,0,1,0,5.103503
C:\Training\Track_1\IMG\center_2023_06_23_23_15_25_981.jpg,C:\Training\Track_1\IMG\left_2023_06_23_23_15_25_981.jpg,C:\Training\Track_1\IMG\right_2023_06_23_23_15_25_981.jpg,0,1,0,6.026687
